epoch,logged_epoch,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/AlgalLeafSpot,val/AP/LeafMiner,val/AP/PowderyMildew,val/AP/Rust,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
699,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
749,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
799,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
844,4.0,1299.0,1298.9163818359375,1298.99560546875,1299.0,1299.0,2.5972917079925537,27.91891860961914,0.07701531052589417,0.09184645116329193,0.08632708340883255,0.07912938296794891,0.14111773669719696,0.7923361659049988,0.9043694734573364,0.8285648822784424,0.8010548949241638,0.8813492059707642,0.116341732442379,0.14055165648460388,0.13048751652240753,0.1202864795923233,0.20410847663879395,0.056516069918870926,0.06029066815972328,0.05708080902695656,0.05631556361913681,0.06972891092300415,0.06228681281208992,0.06449653208255768,0.06077525019645691,0.061321452260017395,0.06715086847543716,,,,0.7174263596534729,0.5218601226806641,0.7016298770904541,0.5620627999305725,0.8220422267913818,0.8872597813606262,0.6664629578590393,0.9058743119239807,0.9030681848526001,0.887110710144043,30.503787994384766,0.8677017688751221,0.6257448196411133,0.6523561477661133,0.8996301293373108,0.8223039507865906,0.8259231448173523,0.8777995705604553,0.8512660264968872
849,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
899,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
949,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
999,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1013,5.0,1299.0,1298.9105224609375,1298.9925537109375,1299.0,1299.0,1.7011834383010864,27.968299865722656,0.07226865738630295,0.08466561138629913,0.08171036839485168,0.07556013762950897,0.1269661784172058,0.7949345111846924,0.9195578098297119,0.8332608938217163,0.7998964190483093,0.9327406287193298,0.11000275611877441,0.13132911920547485,0.12405847012996674,0.11446062475442886,0.18950092792510986,0.055671583861112595,0.05935511365532875,0.05749804526567459,0.056253477931022644,0.06952983140945435,0.05988793075084686,0.06219581887125969,0.060447923839092255,0.05923684313893318,0.06428071111440659,,,,0.7305476665496826,0.5049929022789001,0.7259649634361267,0.5705785751342773,0.812915027141571,0.8865142464637756,0.6719502210617065,0.9141162037849426,0.9019901156425476,0.8817178606987,29.21078109741211,0.8646207451820374,0.6330209970474243,0.6731502413749695,0.9043272733688354,0.8044217824935913,0.8367888927459717,0.8829127550125122,0.8613829016685486
1049,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1099,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1149,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1182,6.0,1299.0,1298.8990478515625,1298.980712890625,1299.0,1299.0,1.3797223567962646,26.31412696838379,0.0776204913854599,0.0907367467880249,0.08629665523767471,0.08005543798208237,0.13834461569786072,0.7309249639511108,0.8422070741653442,0.7615759968757629,0.7341788411140442,0.8296282291412354,0.11287997663021088,0.13405871391296387,0.12537086009979248,0.11690815538167953,0.19677045941352844,0.05893052741885185,0.06031639501452446,0.05834977701306343,0.05849786847829819,0.06958375871181488,0.06203426420688629,0.06293898820877075,0.0603560209274292,0.06091712787747383,0.06493810564279556,,,,0.7016692161560059,0.5190216898918152,0.746749222278595,0.607855498790741,0.8621172904968262,0.9010428786277771,0.6814651489257812,0.903451681137085,0.9175434112548828,0.8968947529792786,27.177465438842773,0.8963424563407898,0.6438239216804504,0.6782321929931641,0.8617352843284607,0.9017389416694641,0.8369121551513672,0.917212188243866,0.8948798775672913
1199,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1249,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1299,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1349,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,
1351,7.0,1299.0,1298.924560546875,1298.996337890625,1299.0,1299.0,1.3228265047073364,25.708707809448242,0.07489306479692459,0.08974278718233109,0.08193828165531158,0.07700153440237045,0.1326221525669098,0.7223792672157288,0.8152793645858765,0.758375883102417,0.7262142300605774,0.8016083836555481,0.10937473922967911,0.13146844506263733,0.12008986622095108,0.1123792976140976,0.1892630159854889,0.05632353201508522,0.05936349928379059,0.05719955265522003,0.057195793837308884,0.06804240494966507,0.059607312083244324,0.05924702435731888,0.057618580758571625,0.05939703807234764,0.06266308575868607,,,,0.7535678744316101,0.5320682525634766,0.728201150894165,0.6430261731147766,0.8338984847068787,0.9040468335151672,0.6872210502624512,0.8977158069610596,0.9207420945167542,0.899402379989624,27.52182960510254,0.8815464377403259,0.6642158627510071,0.6954073309898376,0.8919796943664551,0.8484615683555603,0.832989513874054,0.8996120095252991,0.8741854429244995
